constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-sakhir,Bahrain Grand Prix,7,1:29.594,1:29.623,1:29.358,2,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-sakhir,Bahrain Grand Prix,8,1:30.260,1:29.187,1:29.570,2,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-sakhir,Bahrain Grand Prix,9,1:30.338,1:30.009,1:29.874,2,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-sakhir,Bahrain Grand Prix,10,1:29.893,1:29.802,1:29.986,2,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-sakhir,Bahrain Grand Prix,11,1:30.412,1:30.105,,2,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-sakhir,Bahrain Grand Prix,12,1:30.218,1:30.156,,2,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-sakhir,Bahrain Grand Prix,13,1:30.530,1:30.212,,2,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-sakhir,Bahrain Grand Prix,14,1:30.479,1:30.525,,2,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-sakhir,Bahrain Grand Prix,15,1:29.374,,,2,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-sakhir,Bahrain Grand Prix,16,1:30.530,,,2,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-sakhir,Bahrain Grand Prix,17,1:31.063,,,2,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-sakhir,Bahrain Grand Prix,18,1:31.414,,,2,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-sakhir,Bahrain Grand Prix,19,1:31.420,,,2,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-sakhir,Bahrain Grand Prix,20,1:31.503,,,2,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-shanghai,Chinese Grand Prix,1,1:32.171,1:32.385,1:31.095,3,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-shanghai,Chinese Grand Prix,2,1:32.474,1:32.286,1:31.182,3,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-shanghai,Chinese Grand Prix,3,1:32.921,1:32.063,1:31.625,3,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-shanghai,Chinese Grand Prix,4,1:33.283,1:31.914,1:31.675,3,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-shanghai,Chinese Grand Prix,5,1:32.932,1:32.809,1:31.796,3,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-shanghai,Chinese Grand Prix,6,1:33.877,1:32.688,1:31.948,3,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-shanghai,Chinese Grand Prix,7,1:33.545,1:32.494,1:32.532,3,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-shanghai,Chinese Grand Prix,8,1:33.464,1:32.931,1:32.758,3,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-shanghai,Chinese Grand Prix,9,1:33.315,1:32.970,1:32.819,3,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-shanghai,Chinese Grand Prix,10,1:33.238,1:32.524,1:32.855,3,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-shanghai,Chinese Grand Prix,11,1:33.359,1:32.986,,3,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-shanghai,Chinese Grand Prix,12,1:33.585,1:33.057,,3,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-shanghai,Chinese Grand Prix,13,1:33.428,1:33.232,,3,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-shanghai,Chinese Grand Prix,14,1:33.824,1:33.505,,3,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-shanghai,Chinese Grand Prix,15,1:34.013,1:33.795,,3,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-shanghai,Chinese Grand Prix,16,1:34.062,,,3,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-shanghai,Chinese Grand Prix,17,1:34.101,,,3,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-shanghai,Chinese Grand Prix,18,1:34.285,,,3,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-shanghai,Chinese Grand Prix,19,1:34.454,,,3,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-shanghai,Chinese Grand Prix,20,1:34.914,,,3,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-baku,Azerbaijan Grand Prix,1,1:42.762,1:43.015,1:41.498,4,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-baku,Azerbaijan Grand Prix,2,1:42.693,1:42.676,1:41.677,4,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-baku,Azerbaijan Grand Prix,3,1:43.355,1:42.679,1:41.837,4,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-baku,Azerbaijan Grand Prix,4,1:42.857,1:43.482,1:41.911,4,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-baku,Azerbaijan Grand Prix,5,1:42.642,1:42.901,1:41.994,4,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-baku,Azerbaijan Grand Prix,6,1:42.538,1:42.510,1:42.490,4,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-baku,Azerbaijan Grand Prix,7,1:43.021,1:42.967,1:42.523,4,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-baku,Azerbaijan Grand Prix,8,1:43.992,1:43.366,1:42.547,4,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-baku,Azerbaijan Grand Prix,9,1:43.746,1:43.232,1:43.066,4,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-baku,Azerbaijan Grand Prix,10,1:43.426,1:43.464,1:43.351,4,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-baku,Azerbaijan Grand Prix,11,1:44.359,1:43.585,,4,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-baku,Azerbaijan Grand Prix,12,1:44.261,1:43.886,,4,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-baku,Azerbaijan Grand Prix,13,1:44.010,1:44.019,,4,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-baku,Azerbaijan Grand Prix,14,1:43.752,1:44.074,,4,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-baku,Azerbaijan Grand Prix,15,1:43.674,1:44.759,,4,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-baku,Azerbaijan Grand Prix,16,1:44.489,,,4,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-baku,Azerbaijan Grand Prix,17,1:44.496,,,4,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-baku,Azerbaijan Grand Prix,18,1:45.541,,,4,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-baku,Azerbaijan Grand Prix,19,1:57.354,,,4,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-baku,Azerbaijan Grand Prix,20,,,,4,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-barcelona,Spanish Grand Prix,1,1:17.633,1:17.166,1:16.173,5,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-barcelona,Spanish Grand Prix,2,1:17.674,1:17.111,1:16.213,5,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-barcelona,Spanish Grand Prix,3,1:17.031,1:16.802,1:16.305,5,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-barcelona,Spanish Grand Prix,4,1:17.483,1:17.071,1:16.612,5,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-barcelona,Spanish Grand Prix,5,1:17.411,1:17.266,1:16.816,5,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-barcelona,Spanish Grand Prix,6,1:17.623,1:17.638,1:16.818,5,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-barcelona,Spanish Grand Prix,7,1:18.169,1:17.618,1:17.676,5,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-barcelona,Spanish Grand Prix,8,1:18.276,1:18.100,1:17.721,5,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-barcelona,Spanish Grand Prix,9,1:18.480,1:17.803,1:17.790,5,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-barcelona,Spanish Grand Prix,10,1:18.305,1:17.699,1:17.835,5,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-barcelona,Spanish Grand Prix,11,1:18.885,1:18.323,,5,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-barcelona,Spanish Grand Prix,12,1:18.550,1:18.463,,5,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-barcelona,Spanish Grand Prix,13,1:18.813,1:18.696,,5,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-barcelona,Spanish Grand Prix,14,1:18.661,1:18.910,,5,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-barcelona,Spanish Grand Prix,15,1:18.740,1:19.098,,5,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-barcelona,Spanish Grand Prix,16,1:18.923,,,5,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-barcelona,Spanish Grand Prix,17,1:19.493,,,5,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-barcelona,Spanish Grand Prix,18,1:19.695,,,5,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-barcelona,Spanish Grand Prix,19,1:20.225,,,5,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-barcelona,Spanish Grand Prix,20,,,,5,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-monte-carlo,Monaco Grand Prix,1,1:12.013,1:11.278,1:10.810,6,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-monte-carlo,Monaco Grand Prix,2,1:12.415,1:11.518,1:11.039,6,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-monte-carlo,Monaco Grand Prix,3,1:12.460,1:11.584,1:11.232,6,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-monte-carlo,Monaco Grand Prix,4,1:12.639,1:11.391,1:11.266,6,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-monte-carlo,Monaco Grand Prix,5,1:12.434,1:12.002,1:11.441,6,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-monte-carlo,Monaco Grand Prix,6,1:13.028,1:12.188,1:12.061,6,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-monte-carlo,Monaco Grand Prix,7,1:12.657,1:12.269,1:12.110,6,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-monte-carlo,Monaco Grand Prix,8,1:12.950,1:12.286,1:12.130,6,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-monte-carlo,Monaco Grand Prix,9,1:12.848,1:12.194,1:12.154,6,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-monte-carlo,Monaco Grand Prix,10,1:12.941,1:12.313,1:12.221,6,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-monte-carlo,Monaco Grand Prix,11,1:13.065,1:12.411,,6,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-monte-carlo,Monaco Grand Prix,12,1:12.463,1:12.440,,6,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-monte-carlo,Monaco Grand Prix,13,1:12.706,1:12.521,,6,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-monte-carlo,Monaco Grand Prix,14,1:12.829,1:12.714,,6,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-monte-carlo,Monaco Grand Prix,15,1:12.930,1:12.728,,6,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-monte-carlo,Monaco Grand Prix,16,1:13.179,,,6,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-monte-carlo,Monaco Grand Prix,17,1:13.265,,,6,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-monte-carlo,Monaco Grand Prix,18,1:13.323,,,6,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-monte-carlo,Monaco Grand Prix,19,1:13.393,,,6,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-monte-carlo,Monaco Grand Prix,20,,,,6,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-montreal,Canadian Grand Prix,1,1:11.710,1:11.524,1:10.764,7,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-montreal,Canadian Grand Prix,2,1:11.950,1:11.514,1:10.857,7,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-montreal,Canadian Grand Prix,3,1:12.008,1:11.472,1:10.937,7,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-montreal,Canadian Grand Prix,4,1:11.835,1:11.740,1:10.996,7,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-montreal,Canadian Grand Prix,5,1:11.725,1:11.620,1:11.095,7,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-montreal,Canadian Grand Prix,6,1:12.459,1:11.434,1:11.116,7,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-montreal,Canadian Grand Prix,7,1:12.795,1:11.916,1:11.973,7,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-montreal,Canadian Grand Prix,8,1:12.577,1:12.141,1:12.084,7,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-montreal,Canadian Grand Prix,9,1:12.689,1:12.097,1:12.168,7,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-montreal,Canadian Grand Prix,10,1:12.702,1:12.395,1:12.671,7,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-montreal,Canadian Grand Prix,11,1:12.680,1:12.606,,7,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-montreal,Canadian Grand Prix,12,1:12.587,1:12.635,,7,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-montreal,Canadian Grand Prix,13,1:12.945,1:12.661,,7,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-montreal,Canadian Grand Prix,14,1:12.979,1:12.856,,7,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-montreal,Canadian Grand Prix,15,1:12.998,1:12.865,,7,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-montreal,Canadian Grand Prix,16,1:13.047,,,7,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-montreal,Canadian Grand Prix,17,1:13.590,,,7,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-montreal,Canadian Grand Prix,18,1:13.643,,,7,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-montreal,Canadian Grand Prix,19,1:14.593,,,7,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-montreal,Canadian Grand Prix,20,,,,7,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-le-castellet,French Grand Prix,1,1:31.271,1:30.645,1:30.029,8,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-le-castellet,French Grand Prix,2,1:31.776,1:31.227,1:30.147,8,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-le-castellet,French Grand Prix,3,1:31.820,1:30.751,1:30.400,8,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-le-castellet,French Grand Prix,4,1:31.531,1:30.818,1:30.705,8,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-le-castellet,French Grand Prix,5,1:31.910,1:31.538,1:30.895,8,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-le-castellet,French Grand Prix,6,1:31.567,1:30.772,1:31.057,8,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-le-castellet,French Grand Prix,7,1:32.394,1:32.016,1:32.126,8,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-le-castellet,French Grand Prix,8,1:32.538,1:32.055,1:32.635,8,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-le-castellet,French Grand Prix,9,1:32.169,1:31.510,1:32.930,8,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-le-castellet,French Grand Prix,10,1:32.083,1:31.472,,8,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-le-castellet,French Grand Prix,11,1:32.786,1:32.075,,8,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-le-castellet,French Grand Prix,12,1:32.949,1:32.115,,8,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-le-castellet,French Grand Prix,13,1:32.692,1:32.454,,8,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-le-castellet,French Grand Prix,14,1:32.447,1:32.460,,8,2018
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2018-le-castellet,French Grand Prix,15,1:32.804,1:32.820,,8,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-le-castellet,French Grand Prix,16,1:32.976,,,8,2018
Toro Rosso,toro_rosso,Italian,HAR,brendon_hartley,Brendon Hartley,New Zealander,28,2018-le-castellet,French Grand Prix,17,1:33.025,,,8,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-le-castellet,French Grand Prix,18,1:33.162,,,8,2018
Williams,williams,British,SIR,sirotkin,Sergey Sirotkin,Russian,35,2018-le-castellet,French Grand Prix,19,1:33.636,,,8,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-le-castellet,French Grand Prix,20,1:33.729,,,8,2018
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2018-spielberg,Austrian Grand Prix,1,1:04.175,1:03.756,1:03.130,9,2018
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2018-spielberg,Austrian Grand Prix,2,1:04.080,1:03.577,1:03.149,9,2018
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2018-spielberg,Austrian Grand Prix,3,1:04.347,1:03.544,1:03.464,9,2018
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2018-spielberg,Austrian Grand Prix,4,1:04.234,1:03.975,1:03.660,9,2018
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2018-spielberg,Austrian Grand Prix,5,1:04.273,1:04.001,1:03.840,9,2018
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2018-spielberg,Austrian Grand Prix,6,1:04.242,1:04.059,1:03.892,9,2018
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2018-spielberg,Austrian Grand Prix,7,1:04.723,1:04.403,1:03.996,9,2018
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2018-spielberg,Austrian Grand Prix,8,1:04.460,1:04.291,1:04.051,9,2018
Renault,renault,French,SAI,sainz,Carlos Sainz,Spanish,55,2018-spielberg,Austrian Grand Prix,9,1:04.948,1:04.561,1:04.725,9,2018
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2018-spielberg,Austrian Grand Prix,10,1:04.864,1:04.676,1:05.019,9,2018
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2018-spielberg,Austrian Grand Prix,11,1:05.148,1:04.845,,9,2018
Toro Rosso,toro_rosso,Italian,GAS,gasly,Pierre Gasly,French,10,2018-spielberg,Austrian Grand Prix,12,1:05.011,1:04.874,,9,2018
Sauber,sauber,Swiss,LEC,leclerc,Charles Leclerc,Monegasque,16,2018-spielberg,Austrian Grand Prix,13,1:04.967,1:04.979,,9,2018
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2018-spielberg,Austrian Grand Prix,14,1:04.965,1:05.058,,9,2018
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2018-spielberg,Austrian Grand Prix,15,1:05.264,1:05.286,,9,2018
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2018-spielberg,Austrian Grand Prix,16,1:05.271,,,9,2018
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2018-spielberg,Austrian Grand Prix,17,1:05.279,,,9,2018
