constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,16,2006-n-rburg,European Grand Prix,15,1:31.457,1:31.422,,5,2006
Toro Rosso,toro_rosso,Italian,LIU,liuzzi,Vitantonio Liuzzi,Italian,20,2006-n-rburg,European Grand Prix,16,1:32.651,1:31.728,,5,2006
Red Bull,red_bull,Austrian,KLI,klien,Christian Klien,Austrian,15,2006-n-rburg,European Grand Prix,17,1:32.901,,,5,2006
MF1,mf1,Russian,ALB,albers,Christijan Albers,Dutch,19,2006-n-rburg,European Grand Prix,18,1:32.936,,,5,2006
Toro Rosso,toro_rosso,Italian,SPE,speed,Scott Speed,American,21,2006-n-rburg,European Grand Prix,19,1:32.992,,,5,2006
MF1,mf1,Russian,TMO,monteiro,Tiago Monteiro,Portuguese,18,2006-n-rburg,European Grand Prix,20,1:33.658,,,5,2006
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,22,2006-n-rburg,European Grand Prix,21,1:35.239,,,5,2006
Super Aguri,super_aguri,Japanese,FMO,montagny,Franck Montagny,French,23,2006-n-rburg,European Grand Prix,22,1:46.505,,,5,2006
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2006-barcelona,Spanish Grand Prix,1,1:15.816,1:15.124,1:14.648,6,2006
Renault,renault,French,FIS,fisichella,Giancarlo Fisichella,Italian,2,2006-barcelona,Spanish Grand Prix,2,1:16.046,1:14.766,1:14.709,6,2006
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,2006-barcelona,Spanish Grand Prix,3,1:16.049,1:14.637,1:14.970,6,2006
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2006-barcelona,Spanish Grand Prix,4,1:16.359,1:15.245,1:15.442,6,2006
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,11,2006-barcelona,Spanish Grand Prix,5,1:16.266,1:15.258,1:15.885,6,2006
Toyota,toyota,Japanese,SCH,ralf_schumacher,Ralf Schumacher,German,7,2006-barcelona,Spanish Grand Prix,6,1:16.234,1:15.164,1:15.885,6,2006
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,8,2006-barcelona,Spanish Grand Prix,7,1:16.174,1:15.068,1:15.976,6,2006
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2006-barcelona,Spanish Grand Prix,8,1:16.054,1:15.150,1:16.008,6,2006
McLaren,mclaren,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2006-barcelona,Spanish Grand Prix,9,1:16.613,1:15.422,1:16.015,6,2006
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,16,2006-barcelona,Spanish Grand Prix,10,1:16.322,1:15.468,1:17.144,6,2006
Williams,williams,British,WEB,webber,Mark Webber,Australian,9,2006-barcelona,Spanish Grand Prix,11,1:16.685,1:15.502,,6,2006
McLaren,mclaren,British,MON,montoya,Juan Pablo Montoya,Colombian,4,2006-barcelona,Spanish Grand Prix,12,1:16.195,1:15.801,,6,2006
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2006-barcelona,Spanish Grand Prix,13,1:17.213,1:15.804,,6,2006
BMW Sauber,bmw_sauber,German,VIL,villeneuve,Jacques Villeneuve,Canadian,17,2006-barcelona,Spanish Grand Prix,14,1:16.066,1:15.847,,6,2006
Red Bull,red_bull,Austrian,KLI,klien,Christian Klien,Austrian,15,2006-barcelona,Spanish Grand Prix,15,1:16.627,1:15.928,,6,2006
Toro Rosso,toro_rosso,Italian,LIU,liuzzi,Vitantonio Liuzzi,Italian,20,2006-barcelona,Spanish Grand Prix,16,1:17.105,1:16.661,,6,2006
Toro Rosso,toro_rosso,Italian,SPE,speed,Scott Speed,American,21,2006-barcelona,Spanish Grand Prix,17,1:17.361,,,6,2006
MF1,mf1,Russian,TMO,monteiro,Tiago Monteiro,Portuguese,18,2006-barcelona,Spanish Grand Prix,18,1:17.702,,,6,2006
MF1,mf1,Russian,ALB,albers,Christijan Albers,Dutch,19,2006-barcelona,Spanish Grand Prix,19,1:18.024,,,6,2006
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,22,2006-barcelona,Spanish Grand Prix,20,1:18.920,,,6,2006
Super Aguri,super_aguri,Japanese,FMO,montagny,Franck Montagny,French,23,2006-barcelona,Spanish Grand Prix,21,1:20.763,,,6,2006
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,14,2006-barcelona,Spanish Grand Prix,22,,,,6,2006
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2006-monte-carlo,Monaco Grand Prix,1,1:14.232,1:13.622,1:13.962,7,2006
Williams,williams,British,WEB,webber,Mark Webber,Australian,9,2006-monte-carlo,Monaco Grand Prix,2,1:14.305,1:13.728,1:14.082,7,2006
McLaren,mclaren,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2006-monte-carlo,Monaco Grand Prix,3,1:13.887,1:13.532,1:14.140,7,2006
McLaren,mclaren,British,MON,montoya,Juan Pablo Montoya,Colombian,4,2006-monte-carlo,Monaco Grand Prix,4,1:14.483,1:14.295,1:14.664,7,2006
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,11,2006-monte-carlo,Monaco Grand Prix,5,1:14.766,1:14.312,1:15.804,7,2006
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,8,2006-monte-carlo,Monaco Grand Prix,6,1:14.883,1:14.211,1:15.857,7,2006
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,14,2006-monte-carlo,Monaco Grand Prix,7,1:15.090,1:13.687,1:16.426,7,2006
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2006-monte-carlo,Monaco Grand Prix,8,1:14.888,1:13.909,1:16.636,7,2006
Renault,renault,French,FIS,fisichella,Giancarlo Fisichella,Italian,2,2006-monte-carlo,Monaco Grand Prix,9,1:14.614,1:13.647,1:17.260,7,2006
Toyota,toyota,Japanese,SCH,ralf_schumacher,Ralf Schumacher,German,7,2006-monte-carlo,Monaco Grand Prix,10,1:14.412,1:14.398,,7,2006
Red Bull,red_bull,Austrian,KLI,klien,Christian Klien,Austrian,15,2006-monte-carlo,Monaco Grand Prix,11,1:14.489,1:14.747,,7,2006
Toro Rosso,toro_rosso,Italian,LIU,liuzzi,Vitantonio Liuzzi,Italian,20,2006-monte-carlo,Monaco Grand Prix,12,1:15.314,1:14.969,,7,2006
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2006-monte-carlo,Monaco Grand Prix,13,1:15.085,1:14.982,,7,2006
BMW Sauber,bmw_sauber,German,VIL,villeneuve,Jacques Villeneuve,Canadian,17,2006-monte-carlo,Monaco Grand Prix,14,1:15.316,1:15.052,,7,2006
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,16,2006-monte-carlo,Monaco Grand Prix,15,1:15.324,1:15.137,,7,2006
MF1,mf1,Russian,ALB,albers,Christijan Albers,Dutch,19,2006-monte-carlo,Monaco Grand Prix,16,1:15.598,,,7,2006
MF1,mf1,Russian,TMO,monteiro,Tiago Monteiro,Portuguese,18,2006-monte-carlo,Monaco Grand Prix,17,1:15.993,,,7,2006
Toro Rosso,toro_rosso,Italian,SPE,speed,Scott Speed,American,21,2006-monte-carlo,Monaco Grand Prix,18,1:16.236,,,7,2006
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,22,2006-monte-carlo,Monaco Grand Prix,19,1:17.276,,,7,2006
Super Aguri,super_aguri,Japanese,FMO,montagny,Franck Montagny,French,23,2006-monte-carlo,Monaco Grand Prix,20,1:17.502,,,7,2006
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2006-monte-carlo,Monaco Grand Prix,21,,,,7,2006
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,2006-monte-carlo,Monaco Grand Prix,22,,,,7,2006
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2006-silverstone,British Grand Prix,1,1:21.018,1:20.271,1:20.253,8,2006
McLaren,mclaren,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2006-silverstone,British Grand Prix,2,1:21.648,1:20.497,1:20.397,8,2006
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,2006-silverstone,British Grand Prix,3,1:22.096,1:20.659,1:20.574,8,2006
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2006-silverstone,British Grand Prix,4,1:21.647,1:20.846,1:20.764,8,2006
Renault,renault,French,FIS,fisichella,Giancarlo Fisichella,Italian,2,2006-silverstone,British Grand Prix,5,1:22.411,1:20.594,1:20.919,8,2006
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,11,2006-silverstone,British Grand Prix,6,1:22.965,1:20.929,1:20.943,8,2006
Toyota,toyota,Japanese,SCH,ralf_schumacher,Ralf Schumacher,German,7,2006-silverstone,British Grand Prix,7,1:22.886,1:21.043,1:21.073,8,2006
McLaren,mclaren,British,MON,montoya,Juan Pablo Montoya,Colombian,4,2006-silverstone,British Grand Prix,8,1:22.169,1:20.816,1:21.107,8,2006
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,16,2006-silverstone,British Grand Prix,9,1:21.670,1:20.629,1:21.329,8,2006
BMW Sauber,bmw_sauber,German,VIL,villeneuve,Jacques Villeneuve,Canadian,17,2006-silverstone,British Grand Prix,10,1:21.637,1:20.672,1:21.599,8,2006
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,14,2006-silverstone,British Grand Prix,11,1:22.424,1:21.442,,8,2006
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2006-silverstone,British Grand Prix,12,1:23.083,1:21.567,,8,2006
Toro Rosso,toro_rosso,Italian,LIU,liuzzi,Vitantonio Liuzzi,Italian,20,2006-silverstone,British Grand Prix,13,1:22.685,1:21.699,,8,2006
Red Bull,red_bull,Austrian,KLI,klien,Christian Klien,Austrian,15,2006-silverstone,British Grand Prix,14,1:22.773,1:21.990,,8,2006
Toro Rosso,toro_rosso,Italian,SPE,speed,Scott Speed,American,21,2006-silverstone,British Grand Prix,15,1:22.541,1:22.076,,8,2006
MF1,mf1,Russian,TMO,monteiro,Tiago Monteiro,Portuguese,18,2006-silverstone,British Grand Prix,16,1:22.860,1:22.207,,8,2006
Williams,williams,British,WEB,webber,Mark Webber,Australian,9,2006-silverstone,British Grand Prix,17,1:23.129,,,8,2006
MF1,mf1,Russian,ALB,albers,Christijan Albers,Dutch,19,2006-silverstone,British Grand Prix,18,1:23.210,,,8,2006
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2006-silverstone,British Grand Prix,19,1:23.247,,,8,2006
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,22,2006-silverstone,British Grand Prix,20,1:26.158,,,8,2006
Super Aguri,super_aguri,Japanese,FMO,montagny,Franck Montagny,French,23,2006-silverstone,British Grand Prix,21,1:26.316,,,8,2006
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,8,2006-silverstone,British Grand Prix,22,,,,8,2006
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2006-montreal,Canadian Grand Prix,1,1:15.350,1:14.726,1:14.942,9,2006
Renault,renault,French,FIS,fisichella,Giancarlo Fisichella,Italian,2,2006-montreal,Canadian Grand Prix,2,1:15.917,1:15.295,1:15.178,9,2006
McLaren,mclaren,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2006-montreal,Canadian Grand Prix,3,1:15.376,1:15.273,1:15.386,9,2006
