constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,freeland,Don Freeland,American,,0.0,,-,0,1960
"[""watson""]","[""Watson""]",,bettenhausen,Tony Bettenhausen,American,,0.0,,-,0,1960
"[""epperly""]","[""Epperly""]",,weiler,Wayne Weiler,American,,0.0,,-,0,1960
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,foyt,Anthony Foyt,American,,0.0,,-,0,1960
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,russo,Eddie Russo,American,,0.0,,-,0,1960
"[""epperly""]","[""Epperly""]",,boyd,Johnny Boyd,American,,0.0,,-,0,1960
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,force,Gene Force,American,,0.0,,-,0,1960
"[""epperly""]","[""Epperly""]",,mcwithey,Jim McWithey,American,,0.0,,-,0,1960
"[""watson""]","[""Watson""]",,sutton,Len Sutton,American,,0.0,,-,0,1960
"[""watson""]","[""Watson""]",,dick_rathmann,Dick Rathmann,American,,0.0,,-,0,1960
"[""ewing""]","[""Ewing""]",,herman,Al Herman,American,,0.0,,-,0,1960
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,dempsey_wilson,Dempsey Wilson,American,,0.0,,-,0,1960
"[""team_lotus""]","[""Team Lotus""]",,stacey,Alan Stacey,British,,0.0,,-,0,1960
"[""cooper-maserati""]","[""Cooper-Maserati""]",,cabral,Mário de Araújo Cabral,Portuguese,,0.0,,-,0,1960
"[""cooper-climax""]","[""Cooper-Climax""]",,bristow,Chris Bristow,British,,0.0,,-,0,1960
"[""cooper-maserati""]","[""Cooper-Maserati""]",,thiele,Alfonso Thiele,Italian,,0.0,,-,0,1960
"[""maserati"", ""cooper-castellotti"", ""cooper-maserati""]","[""Maserati"", ""Cooper-Castellotti"", ""Cooper-Maserati""]",,scarlatti,Giorgio Scarlatti,Italian,,0.0,,-,0,1960
"[""cooper-climax""]","[""Cooper-Climax""]",,schell,Harry Schell,American,,0.0,,-,0,1960
"[""cooper-climax""]","[""Cooper-Climax""]",,vic_wilson,Vic Wilson,British,,0.0,,-,0,1960
"[""cooper-climax""]","[""Cooper-Climax""]",,owen,Arthur Owen,British,,0.0,,-,0,1960
"[""scarab"", ""cooper-climax""]","[""Scarab"", ""Cooper-Climax""]",,reventlow,Lance Reventlow,American,,0.0,,-,0,1960
"[""maserati""]","[""Maserati""]",,gould,Horace Gould,British,,0.0,,-,0,1960
"[""team_lotus""]","[""Team Lotus""]",,mike_taylor,Mike Taylor,British,,0.0,,-,0,1960
"[""maserati""]","[""Maserati""]",,chimeri,Ettore Chimeri,Venezuelan,,0.0,,-,0,1960
"[""maserati""]","[""Maserati""]",,creus,Antonio Creus,Spanish,,0.0,,-,0,1960
"[""cooper-climax""]","[""Cooper-Climax""]",,fairman,Jack Fairman,British,,0.0,,-,0,1960
"[""cooper-maserati""]","[""Cooper-Maserati""]",,greene,Keith Greene,British,,0.0,,-,0,1960
