Driver,DriverNumber,Team,LapNumber,LapTime,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsAccurate,TrackStatus,Deleted,DeletedReason,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds
HAM,44,Mercedes,31,0 days 00:01:41.538000,2.0,,,0 days 00:00:31.900000,0 days 00:00:40.828000,0 days 00:00:28.810000,,241.0,224.0,299.0,INTERMEDIATE,4.0,True,True,1,,,101.538,31.9,40.828,28.81
HAM,44,Mercedes,32,0 days 00:01:42.475000,2.0,,,0 days 00:00:32.107000,0 days 00:00:41.398000,0 days 00:00:28.970000,,241.0,219.0,298.0,INTERMEDIATE,5.0,True,True,1,,,102.475,32.107,41.398,28.97
HAM,44,Mercedes,33,0 days 00:01:42.435000,2.0,,,0 days 00:00:32.312000,0 days 00:00:41.325000,0 days 00:00:28.798000,,240.0,218.0,297.0,INTERMEDIATE,6.0,True,True,1,,,102.435,32.312,41.325,28.798
HAM,44,Mercedes,34,0 days 00:01:42.757000,2.0,,,0 days 00:00:32.419000,0 days 00:00:41.475000,0 days 00:00:28.863000,295.0,242.0,217.0,300.0,INTERMEDIATE,7.0,True,True,1,,,102.757,32.419,41.475,28.863
HAM,44,Mercedes,35,0 days 00:01:42.271000,2.0,,,0 days 00:00:32.513000,0 days 00:00:41.544000,0 days 00:00:28.214000,296.0,243.0,225.0,299.0,INTERMEDIATE,8.0,True,True,1,,,102.271,32.513,41.544,28.214
HAM,44,Mercedes,36,0 days 00:01:41.924000,2.0,,,0 days 00:00:32.184000,0 days 00:00:42.037000,0 days 00:00:27.703000,297.0,243.0,236.0,300.0,INTERMEDIATE,9.0,True,True,1,,,101.924,32.184,42.037,27.703
HAM,44,Mercedes,37,0 days 00:01:39.711000,2.0,,,0 days 00:00:31.694000,0 days 00:00:41.125000,0 days 00:00:26.892000,296.0,246.0,243.0,302.0,INTERMEDIATE,10.0,True,True,1,,,99.711,31.694,41.125,26.892
HAM,44,Mercedes,38,0 days 00:01:37.220000,2.0,,0 days 01:59:12.470000,0 days 00:00:31.208000,0 days 00:00:40.056000,0 days 00:00:25.956000,298.0,246.0,,302.0,INTERMEDIATE,11.0,True,False,1,,,97.22,31.208,40.056,25.956
HAM,44,Mercedes,39,0 days 00:01:57.389000,3.0,0 days 01:59:42.507000,,0 days 00:00:53.812000,0 days 00:00:38.414000,0 days 00:00:25.163000,298.0,259.0,250.0,306.0,SOFT,2.0,False,False,1,,,117.389,53.812,38.414,25.163
HAM,44,Mercedes,40,0 days 00:01:30.318000,3.0,,,0 days 00:00:28.689000,0 days 00:00:36.767000,0 days 00:00:24.862000,294.0,260.0,250.0,291.0,SOFT,3.0,False,True,1,,,90.318,28.689,36.767,24.862
HAM,44,Mercedes,41,0 days 00:01:30.118000,3.0,,,0 days 00:00:28.960000,0 days 00:00:36.367000,0 days 00:00:24.791000,288.0,260.0,251.0,290.0,SOFT,4.0,False,True,1,,,90.118,28.96,36.367,24.791
HAM,44,Mercedes,42,0 days 00:01:29.617000,3.0,,,0 days 00:00:28.922000,0 days 00:00:36.207000,0 days 00:00:24.488000,291.0,261.0,250.0,300.0,SOFT,5.0,False,True,1,,,89.617,28.922,36.207,24.488
HAM,44,Mercedes,43,0 days 00:01:29.793000,3.0,,,0 days 00:00:28.884000,0 days 00:00:36.195000,0 days 00:00:24.714000,295.0,262.0,248.0,300.0,SOFT,6.0,False,True,1,,,89.793,28.884,36.195,24.714
HAM,44,Mercedes,44,0 days 00:01:29.697000,3.0,,,0 days 00:00:29.087000,0 days 00:00:36.164000,0 days 00:00:24.446000,292.0,261.0,250.0,300.0,SOFT,7.0,False,True,1,,,89.697,29.087,36.164,24.446
HAM,44,Mercedes,45,0 days 00:01:29.438000,3.0,,,0 days 00:00:29.064000,0 days 00:00:36.042000,0 days 00:00:24.332000,295.0,262.0,250.0,303.0,SOFT,8.0,False,True,1,,,89.438,29.064,36.042,24.332
HAM,44,Mercedes,46,0 days 00:01:29.641000,3.0,,,0 days 00:00:29.154000,0 days 00:00:36.156000,0 days 00:00:24.331000,298.0,261.0,251.0,304.0,SOFT,9.0,False,True,1,,,89.641,29.154,36.156,24.331
HAM,44,Mercedes,47,0 days 00:01:29.538000,3.0,,,0 days 00:00:29.069000,0 days 00:00:36.025000,0 days 00:00:24.444000,294.0,263.0,250.0,300.0,SOFT,10.0,False,True,1,,,89.538,29.069,36.025,24.444
HAM,44,Mercedes,48,0 days 00:01:29.579000,3.0,,,0 days 00:00:29.144000,0 days 00:00:36,0 days 00:00:24.435000,292.0,263.0,251.0,299.0,SOFT,11.0,False,True,1,,,89.579,29.144,36.0,24.435
HAM,44,Mercedes,49,0 days 00:01:29.667000,3.0,,,0 days 00:00:29.218000,0 days 00:00:36.038000,0 days 00:00:24.411000,293.0,263.0,251.0,301.0,SOFT,12.0,False,True,1,,,89.667,29.218,36.038,24.411
HAM,44,Mercedes,50,0 days 00:01:29.682000,3.0,,,0 days 00:00:29.222000,0 days 00:00:35.946000,0 days 00:00:24.514000,295.0,264.0,250.0,302.0,SOFT,13.0,False,True,1,,,89.682,29.222,35.946,24.514
HAM,44,Mercedes,51,0 days 00:01:29.743000,3.0,,,0 days 00:00:29.128000,0 days 00:00:36.030000,0 days 00:00:24.585000,293.0,264.0,251.0,298.0,SOFT,14.0,False,True,1,,,89.743,29.128,36.03,24.585
HAM,44,Mercedes,52,0 days 00:01:30.146000,3.0,,,0 days 00:00:29.302000,0 days 00:00:36.135000,0 days 00:00:24.709000,294.0,264.0,246.0,301.0,SOFT,15.0,False,True,1,,,90.146,29.302,36.135,24.709
VER,1,Red Bull Racing,1,0 days 00:01:36.711000,1.0,,,,0 days 00:00:37.975000,0 days 00:00:25.708000,298.0,256.0,244.0,290.0,MEDIUM,1.0,True,False,1,,,96.711,,37.975,25.708
VER,1,Red Bull Racing,2,0 days 00:01:31.773000,1.0,,,0 days 00:00:29.612000,0 days 00:00:37.222000,0 days 00:00:24.939000,311.0,260.0,244.0,316.0,MEDIUM,2.0,True,True,1,,,91.773,29.612,37.222,24.939
