year,round,event_id,event_name,driver,driver_number,driver_name,team,position,q1,q2,q3
2010,16,2010-suzuka,Japanese Grand Prix,HEI,22,Nick Heidfeld,Sauber,11,0 days 00:01:33.011000,0 days 00:01:32.187000,
2010,16,2010-suzuka,Japanese Grand Prix,MAS,7,Felipe Massa,Ferrari,12,0 days 00:01:32.721000,0 days 00:01:32.321000,
2010,16,2010-suzuka,Japanese Grand Prix,PET,12,Vitaly Petrov,Renault,13,0 days 00:01:32.849000,0 days 00:01:32.422000,
2010,16,2010-suzuka,Japanese Grand Prix,KOB,23,Kamui Kobayashi,Sauber,14,0 days 00:01:32.783000,0 days 00:01:32.427000,
2010,16,2010-suzuka,Japanese Grand Prix,SUT,14,Adrian Sutil,Force India,15,0 days 00:01:33.186000,0 days 00:01:32.659000,
2010,16,2010-suzuka,Japanese Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,16,0 days 00:01:33.471000,0 days 00:01:33.071000,
2010,16,2010-suzuka,Japanese Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,17,0 days 00:01:33.216000,0 days 00:01:33.154000,
2010,16,2010-suzuka,Japanese Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,18,0 days 00:01:33.568000,,
2010,16,2010-suzuka,Japanese Grand Prix,TRU,18,Jarno Trulli,Lotus,19,0 days 00:01:35.346000,,
2010,16,2010-suzuka,Japanese Grand Prix,KOV,19,Heikki Kovalainen,Lotus,20,0 days 00:01:35.464000,,
2010,16,2010-suzuka,Japanese Grand Prix,DIG,25,Lucas di Grassi,Virgin,21,0 days 00:01:36.265000,,
2010,16,2010-suzuka,Japanese Grand Prix,GLO,24,Timo Glock,Virgin,22,0 days 00:01:36.332000,,
2010,16,2010-suzuka,Japanese Grand Prix,SEN,21,Bruno Senna,HRT,23,0 days 00:01:37.270000,,
2010,16,2010-suzuka,Japanese Grand Prix,YAM,20,Sakon Yamamoto,HRT,24,0 days 00:01:37.365000,,
2010,17,2010-yeongam-county,Korean Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:37.123000,0 days 00:01:36.074000,0 days 00:01:35.585000
2010,17,2010-yeongam-county,Korean Grand Prix,WEB,6,Mark Webber,Red Bull,2,0 days 00:01:37.373000,0 days 00:01:36.039000,0 days 00:01:35.659000
2010,17,2010-yeongam-county,Korean Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,0 days 00:01:37.144000,0 days 00:01:36.287000,0 days 00:01:35.766000
2010,17,2010-yeongam-county,Korean Grand Prix,HAM,2,Lewis Hamilton,McLaren,4,0 days 00:01:37.113000,0 days 00:01:36.197000,0 days 00:01:36.062000
2010,17,2010-yeongam-county,Korean Grand Prix,ROS,4,Nico Rosberg,Mercedes,5,0 days 00:01:37.708000,0 days 00:01:36.791000,0 days 00:01:36.535000
2010,17,2010-yeongam-county,Korean Grand Prix,MAS,7,Felipe Massa,Ferrari,6,0 days 00:01:37.515000,0 days 00:01:36.169000,0 days 00:01:36.571000
2010,17,2010-yeongam-county,Korean Grand Prix,BUT,1,Jenson Button,McLaren,7,0 days 00:01:38.123000,0 days 00:01:37.064000,0 days 00:01:36.731000
2010,17,2010-yeongam-county,Korean Grand Prix,KUB,11,Robert Kubica,Renault,8,0 days 00:01:37.703000,0 days 00:01:37.179000,0 days 00:01:36.824000
2010,17,2010-yeongam-county,Korean Grand Prix,MSC,3,Michael Schumacher,Mercedes,9,0 days 00:01:37.980000,0 days 00:01:37.077000,0 days 00:01:36.950000
2010,17,2010-yeongam-county,Korean Grand Prix,BAR,9,Rubens Barrichello,Williams,10,0 days 00:01:38.257000,0 days 00:01:37.511000,0 days 00:01:36.998000
2010,17,2010-yeongam-county,Korean Grand Prix,HUL,10,Nico Hülkenberg,Williams,11,0 days 00:01:38.115000,0 days 00:01:37.620000,
2010,17,2010-yeongam-county,Korean Grand Prix,KOB,23,Kamui Kobayashi,Sauber,12,0 days 00:01:38.429000,0 days 00:01:37.643000,
2010,17,2010-yeongam-county,Korean Grand Prix,HEI,22,Nick Heidfeld,Sauber,13,0 days 00:01:38.171000,0 days 00:01:37.715000,
2010,17,2010-yeongam-county,Korean Grand Prix,SUT,14,Adrian Sutil,Force India,14,0 days 00:01:38.572000,0 days 00:01:37.783000,
2010,17,2010-yeongam-county,Korean Grand Prix,PET,12,Vitaly Petrov,Renault,15,0 days 00:01:38.174000,0 days 00:01:37.799000,
2010,17,2010-yeongam-county,Korean Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,16,0 days 00:01:38.583000,0 days 00:01:37.853000,
2010,17,2010-yeongam-county,Korean Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,17,0 days 00:01:38.621000,0 days 00:01:38.594000,
2010,17,2010-yeongam-county,Korean Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,18,0 days 00:01:38.955000,,
2010,17,2010-yeongam-county,Korean Grand Prix,TRU,18,Jarno Trulli,Lotus,19,0 days 00:01:40.521000,,
2010,17,2010-yeongam-county,Korean Grand Prix,GLO,24,Timo Glock,Virgin,20,0 days 00:01:40.748000,,
2010,17,2010-yeongam-county,Korean Grand Prix,KOV,19,Heikki Kovalainen,Lotus,21,0 days 00:01:41.768000,,
2010,17,2010-yeongam-county,Korean Grand Prix,DIG,25,Lucas di Grassi,Virgin,22,0 days 00:01:42.325000,,
2010,17,2010-yeongam-county,Korean Grand Prix,YAM,20,Sakon Yamamoto,HRT,23,0 days 00:01:42.444000,,
2010,17,2010-yeongam-county,Korean Grand Prix,SEN,21,Bruno Senna,HRT,24,0 days 00:01:43.283000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,HUL,10,Nico Hülkenberg,Williams,1,0 days 00:01:20.050000,0 days 00:01:19.144000,0 days 00:01:14.470000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,VET,5,Sebastian Vettel,Red Bull,2,0 days 00:01:19.160000,0 days 00:01:18.691000,0 days 00:01:15.519000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,WEB,6,Mark Webber,Red Bull,3,0 days 00:01:19.025000,0 days 00:01:18.516000,0 days 00:01:15.637000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,HAM,2,Lewis Hamilton,McLaren,4,0 days 00:01:19.931000,0 days 00:01:18.921000,0 days 00:01:15.747000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,ALO,8,Fernando Alonso,Ferrari,5,0 days 00:01:18.987000,0 days 00:01:19.010000,0 days 00:01:15.989000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,BAR,9,Rubens Barrichello,Williams,6,0 days 00:01:19.799000,0 days 00:01:18.925000,0 days 00:01:16.203000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KUB,11,Robert Kubica,Renault,7,0 days 00:01:19.249000,0 days 00:01:18.877000,0 days 00:01:16.552000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,MSC,3,Michael Schumacher,Mercedes,8,0 days 00:01:19.879000,0 days 00:01:18.923000,0 days 00:01:16.925000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,MAS,7,Felipe Massa,Ferrari,9,0 days 00:01:19.778000,0 days 00:01:19.200000,0 days 00:01:17.101000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,PET,12,Vitaly Petrov,Renault,10,0 days 00:01:20.189000,0 days 00:01:19.153000,0 days 00:01:17.656000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,BUT,1,Jenson Button,McLaren,11,0 days 00:01:19.905000,0 days 00:01:19.288000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,12,0 days 00:01:19.741000,0 days 00:01:19.385000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,ROS,4,Nico Rosberg,Mercedes,13,0 days 00:01:20.153000,0 days 00:01:19.486000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,14,0 days 00:01:20.158000,0 days 00:01:19.581000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,15,0 days 00:01:20.096000,0 days 00:01:19.847000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,HEI,22,Nick Heidfeld,Sauber,16,0 days 00:01:20.174000,0 days 00:01:19.899000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,17,0 days 00:01:20.592000,0 days 00:01:20.357000,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,SUT,14,Adrian Sutil,Force India,18,0 days 00:01:20.830000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,GLO,24,Timo Glock,Virgin,19,0 days 00:01:22.130000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,TRU,18,Jarno Trulli,Lotus,20,0 days 00:01:22.250000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,21,0 days 00:01:22.378000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,DIG,25,Lucas di Grassi,Virgin,22,0 days 00:01:22.810000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KLI,20,Christian Klien,HRT,23,0 days 00:01:23.083000,,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,SEN,21,Bruno Senna,HRT,24,0 days 00:01:23.796000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:40.318000,0 days 00:01:39.874000,0 days 00:01:39.394000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,0 days 00:01:40.335000,0 days 00:01:40.119000,0 days 00:01:39.425000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,0 days 00:01:40.170000,0 days 00:01:40.311000,0 days 00:01:39.792000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,BUT,1,Jenson Button,McLaren,4,0 days 00:01:40.877000,0 days 00:01:40.014000,0 days 00:01:39.823000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,WEB,6,Mark Webber,Red Bull,5,0 days 00:01:40.690000,0 days 00:01:40.074000,0 days 00:01:39.925000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,MAS,7,Felipe Massa,Ferrari,6,0 days 00:01:40.942000,0 days 00:01:40.323000,0 days 00:01:40.202000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,BAR,9,Rubens Barrichello,Williams,7,0 days 00:01:40.904000,0 days 00:01:40.476000,0 days 00:01:40.203000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,MSC,3,Michael Schumacher,Mercedes,8,0 days 00:01:41.222000,0 days 00:01:40.452000,0 days 00:01:40.516000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,ROS,4,Nico Rosberg,Mercedes,9,0 days 00:01:40.231000,0 days 00:01:40.060000,0 days 00:01:40.589000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,PET,12,Vitaly Petrov,Renault,10,0 days 00:01:41.018000,0 days 00:01:40.658000,0 days 00:01:40.901000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KUB,11,Robert Kubica,Renault,11,0 days 00:01:41.336000,0 days 00:01:40.780000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KOB,23,Kamui Kobayashi,Sauber,12,0 days 00:01:41.045000,0 days 00:01:40.783000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,SUT,14,Adrian Sutil,Force India,13,0 days 00:01:41.473000,0 days 00:01:40.914000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,HEI,22,Nick Heidfeld,Sauber,14,0 days 00:01:41.409000,0 days 00:01:41.113000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,HUL,10,Nico Hülkenberg,Williams,15,0 days 00:01:41.015000,0 days 00:01:41.418000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,16,0 days 00:01:41.681000,0 days 00:01:41.642000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,17,0 days 00:01:41.707000,0 days 00:01:41.738000,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,18,0 days 00:01:41.824000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,TRU,18,Jarno Trulli,Lotus,19,0 days 00:01:43.516000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KOV,19,Heikki Kovalainen,Lotus,20,0 days 00:01:43.712000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,GLO,24,Timo Glock,Virgin,21,0 days 00:01:44.095000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,DIG,25,Lucas di Grassi,Virgin,22,0 days 00:01:44.510000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,SEN,21,Bruno Senna,HRT,23,0 days 00:01:45.085000,,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KLI,20,Christian Klien,HRT,24,0 days 00:01:45.296000,,
