year,round,event_id,event_name,driver,driver_number,driver_name,team,classified_position,position,grid_position,status,points,laps,time
2010,4,2010-shanghai,Chinese Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,2,6,Finished,18.0,56,0 days 00:00:01.530000
2010,4,2010-shanghai,Chinese Grand Prix,ROS,4,Nico Rosberg,Mercedes,3,3,4,Finished,15.0,56,0 days 00:00:09.484000
2010,4,2010-shanghai,Chinese Grand Prix,ALO,8,Fernando Alonso,Ferrari,4,4,3,Finished,12.0,56,0 days 00:00:11.869000
2010,4,2010-shanghai,Chinese Grand Prix,KUB,11,Robert Kubica,Renault,5,5,8,Finished,10.0,56,0 days 00:00:22.213000
2010,4,2010-shanghai,Chinese Grand Prix,VET,5,Sebastian Vettel,Red Bull,6,6,1,Finished,8.0,56,0 days 00:00:33.310000
2010,4,2010-shanghai,Chinese Grand Prix,PET,12,Vitaly Petrov,Renault,7,7,14,Finished,6.0,56,0 days 00:00:47.600000
2010,4,2010-shanghai,Chinese Grand Prix,WEB,6,Mark Webber,Red Bull,8,8,2,Finished,4.0,56,0 days 00:00:52.172000
2010,4,2010-shanghai,Chinese Grand Prix,MAS,7,Felipe Massa,Ferrari,9,9,7,Finished,2.0,56,0 days 00:00:57.796000
2010,4,2010-shanghai,Chinese Grand Prix,MSC,3,Michael Schumacher,Mercedes,10,10,9,Finished,1.0,56,0 days 00:01:01.749000
2010,4,2010-shanghai,Chinese Grand Prix,SUT,14,Adrian Sutil,Force India,11,11,10,Finished,0.0,56,0 days 00:01:02.874000
2010,4,2010-shanghai,Chinese Grand Prix,BAR,9,Rubens Barrichello,Williams,12,12,11,Finished,0.0,56,0 days 00:01:03.665000
2010,4,2010-shanghai,Chinese Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,13,13,12,Finished,0.0,56,0 days 00:01:11.416000
2010,4,2010-shanghai,Chinese Grand Prix,KOV,19,Heikki Kovalainen,Lotus,14,14,21,+1 Lap,0.0,55,
2010,4,2010-shanghai,Chinese Grand Prix,HUL,10,Nico Hülkenberg,Williams,15,15,16,+1 Lap,0.0,55,
2010,4,2010-shanghai,Chinese Grand Prix,SEN,21,Bruno Senna,HRT,16,16,23,+2 Laps,0.0,54,
2010,4,2010-shanghai,Chinese Grand Prix,CHA,20,Karun Chandhok,HRT,17,17,24,+4 Laps,0.0,52,
2010,4,2010-shanghai,Chinese Grand Prix,TRU,18,Jarno Trulli,Lotus,R,18,20,Hydraulics,0.0,26,
2010,4,2010-shanghai,Chinese Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,19,22,Clutch,0.0,8,
2010,4,2010-shanghai,Chinese Grand Prix,DLR,22,Pedro de la Rosa,Sauber,R,20,17,Technical,0.0,7,
2010,4,2010-shanghai,Chinese Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,R,21,13,Accident,0.0,0,
2010,4,2010-shanghai,Chinese Grand Prix,KOB,23,Kamui Kobayashi,Sauber,R,22,15,Accident,0.0,0,
2010,4,2010-shanghai,Chinese Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,R,23,18,Accident,0.0,0,
2010,4,2010-shanghai,Chinese Grand Prix,GLO,24,Timo Glock,Virgin,W,24,19,Engine,0.0,0,
2010,5,2010-barcelona,Spanish Grand Prix,WEB,6,Mark Webber,Red Bull,1,1,1,Finished,25.0,66,0 days 01:35:44.101000
2010,5,2010-barcelona,Spanish Grand Prix,ALO,8,Fernando Alonso,Ferrari,2,2,4,Finished,18.0,66,0 days 00:00:24.065000
2010,5,2010-barcelona,Spanish Grand Prix,VET,5,Sebastian Vettel,Red Bull,3,3,2,Finished,15.0,66,0 days 00:00:51.338000
2010,5,2010-barcelona,Spanish Grand Prix,MSC,3,Michael Schumacher,Mercedes,4,4,6,Finished,12.0,66,0 days 00:01:02.195000
2010,5,2010-barcelona,Spanish Grand Prix,BUT,1,Jenson Button,McLaren,5,5,5,Finished,10.0,66,0 days 00:01:03.728000
2010,5,2010-barcelona,Spanish Grand Prix,MAS,7,Felipe Massa,Ferrari,6,6,9,Finished,8.0,66,0 days 00:01:05.767000
2010,5,2010-barcelona,Spanish Grand Prix,SUT,14,Adrian Sutil,Force India,7,7,11,Finished,6.0,66,0 days 00:01:12.941000
2010,5,2010-barcelona,Spanish Grand Prix,KUB,11,Robert Kubica,Renault,8,8,7,Finished,4.0,66,0 days 00:01:13.677000
2010,5,2010-barcelona,Spanish Grand Prix,BAR,9,Rubens Barrichello,Williams,9,9,17,+1 Lap,2.0,65,
2010,5,2010-barcelona,Spanish Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,10,10,15,+1 Lap,1.0,65,
2010,5,2010-barcelona,Spanish Grand Prix,PET,12,Vitaly Petrov,Renault,11,11,19,+1 Lap,0.0,65,
2010,5,2010-barcelona,Spanish Grand Prix,KOB,23,Kamui Kobayashi,Sauber,12,12,10,+1 Lap,0.0,65,
2010,5,2010-barcelona,Spanish Grand Prix,ROS,4,Nico Rosberg,Mercedes,13,13,8,+1 Lap,0.0,65,
2010,5,2010-barcelona,Spanish Grand Prix,HAM,2,Lewis Hamilton,McLaren,14,14,3,Puncture,0.0,64,
2010,5,2010-barcelona,Spanish Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,15,15,16,Engine,0.0,64,
2010,5,2010-barcelona,Spanish Grand Prix,HUL,10,Nico Hülkenberg,Williams,16,16,13,+2 Laps,0.0,64,
2010,5,2010-barcelona,Spanish Grand Prix,TRU,18,Jarno Trulli,Lotus,17,17,18,+3 Laps,0.0,63,
2010,5,2010-barcelona,Spanish Grand Prix,GLO,24,Timo Glock,Virgin,18,18,22,+3 Laps,0.0,63,
2010,5,2010-barcelona,Spanish Grand Prix,DIG,25,Lucas di Grassi,Virgin,19,19,23,+4 Laps,0.0,62,
2010,5,2010-barcelona,Spanish Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,R,20,14,Hydraulics,0.0,42,
2010,5,2010-barcelona,Spanish Grand Prix,CHA,20,Karun Chandhok,HRT,R,21,24,Suspension,0.0,27,
2010,5,2010-barcelona,Spanish Grand Prix,DLR,22,Pedro de la Rosa,Sauber,R,22,12,Collision,0.0,18,
2010,5,2010-barcelona,Spanish Grand Prix,SEN,21,Bruno Senna,HRT,R,23,21,Accident,0.0,0,
2010,5,2010-barcelona,Spanish Grand Prix,KOV,19,Heikki Kovalainen,Lotus,W,24,20,Gearbox,0.0,0,
2010,6,2010-monte-carlo,Monaco Grand Prix,WEB,6,Mark Webber,Red Bull,1,1,1,Finished,25.0,78,0 days 01:50:13.355000
2010,6,2010-monte-carlo,Monaco Grand Prix,VET,5,Sebastian Vettel,Red Bull,2,2,3,Finished,18.0,78,0 days 00:00:00.448000
2010,6,2010-monte-carlo,Monaco Grand Prix,KUB,11,Robert Kubica,Renault,3,3,2,Finished,15.0,78,0 days 00:00:01.675000
2010,6,2010-monte-carlo,Monaco Grand Prix,MAS,7,Felipe Massa,Ferrari,4,4,4,Finished,12.0,78,0 days 00:00:02.666000
2010,6,2010-monte-carlo,Monaco Grand Prix,HAM,2,Lewis Hamilton,McLaren,5,5,5,Finished,10.0,78,0 days 00:00:04.363000
2010,6,2010-monte-carlo,Monaco Grand Prix,ALO,8,Fernando Alonso,Ferrari,6,6,24,Finished,8.0,78,0 days 00:00:06.341000
2010,6,2010-monte-carlo,Monaco Grand Prix,ROS,4,Nico Rosberg,Mercedes,7,7,6,Finished,6.0,78,0 days 00:00:06.651000
2010,6,2010-monte-carlo,Monaco Grand Prix,SUT,14,Adrian Sutil,Force India,8,8,12,Finished,4.0,78,0 days 00:00:06.970000
2010,6,2010-monte-carlo,Monaco Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,9,9,10,Finished,2.0,78,0 days 00:00:07.305000
2010,6,2010-monte-carlo,Monaco Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,10,10,13,Finished,1.0,78,0 days 00:00:08.199000
2010,6,2010-monte-carlo,Monaco Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,11,11,17,Finished,0.0,78,0 days 00:00:09.135000
2010,6,2010-monte-carlo,Monaco Grand Prix,MSC,3,Michael Schumacher,Mercedes,12,12,7,Finished,0.0,78,0 days 00:00:05.712000
2010,6,2010-monte-carlo,Monaco Grand Prix,PET,12,Vitaly Petrov,Renault,13,13,14,Brakes,0.0,73,
2010,6,2010-monte-carlo,Monaco Grand Prix,CHA,20,Karun Chandhok,HRT,14,14,23,Collision,0.0,70,
2010,6,2010-monte-carlo,Monaco Grand Prix,TRU,18,Jarno Trulli,Lotus,15,15,19,Collision,0.0,70,
2010,6,2010-monte-carlo,Monaco Grand Prix,KOV,19,Heikki Kovalainen,Lotus,R,16,18,Steering,0.0,58,
2010,6,2010-monte-carlo,Monaco Grand Prix,SEN,21,Bruno Senna,HRT,R,17,22,Hydraulics,0.0,58,
2010,6,2010-monte-carlo,Monaco Grand Prix,BAR,9,Rubens Barrichello,Williams,R,18,9,Suspension,0.0,30,
2010,6,2010-monte-carlo,Monaco Grand Prix,KOB,23,Kamui Kobayashi,Sauber,R,19,16,Gearbox,0.0,26,
2010,6,2010-monte-carlo,Monaco Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,20,21,Wheel,0.0,25,
2010,6,2010-monte-carlo,Monaco Grand Prix,GLO,24,Timo Glock,Virgin,R,21,20,Track rod,0.0,22,
2010,6,2010-monte-carlo,Monaco Grand Prix,DLR,22,Pedro de la Rosa,Sauber,R,22,15,Hydraulics,0.0,21,
2010,6,2010-monte-carlo,Monaco Grand Prix,BUT,1,Jenson Button,McLaren,R,23,8,Engine,0.0,2,
2010,6,2010-monte-carlo,Monaco Grand Prix,HUL,10,Nico Hülkenberg,Williams,R,24,11,Front wing,0.0,0,
2010,7,2010-istanbul,Turkish Grand Prix,HAM,2,Lewis Hamilton,McLaren,1,1,2,Finished,25.0,58,0 days 01:28:47.620000
2010,7,2010-istanbul,Turkish Grand Prix,BUT,1,Jenson Button,McLaren,2,2,4,Finished,18.0,58,0 days 00:00:02.645000
2010,7,2010-istanbul,Turkish Grand Prix,WEB,6,Mark Webber,Red Bull,3,3,1,Finished,15.0,58,0 days 00:00:24.285000
2010,7,2010-istanbul,Turkish Grand Prix,MSC,3,Michael Schumacher,Mercedes,4,4,5,Finished,12.0,58,0 days 00:00:31.110000
2010,7,2010-istanbul,Turkish Grand Prix,ROS,4,Nico Rosberg,Mercedes,5,5,6,Finished,10.0,58,0 days 00:00:32.266000
2010,7,2010-istanbul,Turkish Grand Prix,KUB,11,Robert Kubica,Renault,6,6,7,Finished,8.0,58,0 days 00:00:32.824000
2010,7,2010-istanbul,Turkish Grand Prix,MAS,7,Felipe Massa,Ferrari,7,7,8,Finished,6.0,58,0 days 00:00:36.635000
2010,7,2010-istanbul,Turkish Grand Prix,ALO,8,Fernando Alonso,Ferrari,8,8,12,Finished,4.0,58,0 days 00:00:46.544000
2010,7,2010-istanbul,Turkish Grand Prix,SUT,14,Adrian Sutil,Force India,9,9,11,Finished,2.0,58,0 days 00:00:49.029000
2010,7,2010-istanbul,Turkish Grand Prix,KOB,23,Kamui Kobayashi,Sauber,10,10,10,Finished,1.0,58,0 days 00:01:05.650000
2010,7,2010-istanbul,Turkish Grand Prix,DLR,22,Pedro de la Rosa,Sauber,11,11,13,Finished,0.0,58,0 days 00:01:05.944000
2010,7,2010-istanbul,Turkish Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,12,12,16,Finished,0.0,58,0 days 00:01:07.800000
2010,7,2010-istanbul,Turkish Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,13,13,18,+1 Lap,0.0,57,
2010,7,2010-istanbul,Turkish Grand Prix,BAR,9,Rubens Barrichello,Williams,14,14,15,+1 Lap,0.0,57,
2010,7,2010-istanbul,Turkish Grand Prix,PET,12,Vitaly Petrov,Renault,15,15,9,+1 Lap,0.0,57,
2010,7,2010-istanbul,Turkish Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,16,16,14,+1 Lap,0.0,57,
2010,7,2010-istanbul,Turkish Grand Prix,HUL,10,Nico Hülkenberg,Williams,17,17,17,+1 Lap,0.0,57,
2010,7,2010-istanbul,Turkish Grand Prix,GLO,24,Timo Glock,Virgin,18,18,21,+3 Laps,0.0,55,
2010,7,2010-istanbul,Turkish Grand Prix,DIG,25,Lucas di Grassi,Virgin,19,19,23,+3 Laps,0.0,55,
2010,7,2010-istanbul,Turkish Grand Prix,CHA,20,Karun Chandhok,HRT,20,20,24,Fuel pump,0.0,52,
2010,7,2010-istanbul,Turkish Grand Prix,SEN,21,Bruno Senna,HRT,R,21,22,Fuel pressure,0.0,46,
2010,7,2010-istanbul,Turkish Grand Prix,VET,5,Sebastian Vettel,Red Bull,R,22,3,Collision,0.0,39,
2010,7,2010-istanbul,Turkish Grand Prix,KOV,19,Heikki Kovalainen,Lotus,R,23,20,Hydraulics,0.0,33,
2010,7,2010-istanbul,Turkish Grand Prix,TRU,18,Jarno Trulli,Lotus,R,24,19,Hydraulics,0.0,32,
2010,8,2010-montreal,Canadian Grand Prix,HAM,2,Lewis Hamilton,McLaren,1,1,1,Finished,25.0,70,0 days 01:33:53.456000
2010,8,2010-montreal,Canadian Grand Prix,BUT,1,Jenson Button,McLaren,2,2,4,Finished,18.0,70,0 days 00:00:02.254000
2010,8,2010-montreal,Canadian Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,3,3,Finished,15.0,70,0 days 00:00:09.214000
2010,8,2010-montreal,Canadian Grand Prix,VET,5,Sebastian Vettel,Red Bull,4,4,2,Finished,12.0,70,0 days 00:00:37.817000
2010,8,2010-montreal,Canadian Grand Prix,WEB,6,Mark Webber,Red Bull,5,5,7,Finished,10.0,70,0 days 00:00:39.291000
2010,8,2010-montreal,Canadian Grand Prix,ROS,4,Nico Rosberg,Mercedes,6,6,10,Finished,8.0,70,0 days 00:00:56.084000
2010,8,2010-montreal,Canadian Grand Prix,KUB,11,Robert Kubica,Renault,7,7,8,Finished,6.0,70,0 days 00:00:57.300000
2010,8,2010-montreal,Canadian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,8,8,15,+1 Lap,4.0,69,
2010,8,2010-montreal,Canadian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,9,9,5,+1 Lap,2.0,69,
2010,8,2010-montreal,Canadian Grand Prix,SUT,14,Adrian Sutil,Force India,10,10,9,+1 Lap,1.0,69,
2010,8,2010-montreal,Canadian Grand Prix,MSC,3,Michael Schumacher,Mercedes,11,11,13,+1 Lap,0.0,69,
2010,8,2010-montreal,Canadian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,12,12,16,+1 Lap,0.0,69,
2010,8,2010-montreal,Canadian Grand Prix,HUL,10,Nico Hülkenberg,Williams,13,13,12,+1 Lap,0.0,69,
2010,8,2010-montreal,Canadian Grand Prix,BAR,9,Rubens Barrichello,Williams,14,14,11,+1 Lap,0.0,69,
2010,8,2010-montreal,Canadian Grand Prix,MAS,7,Felipe Massa,Ferrari,15,15,6,+1 Lap,0.0,69,
2010,8,2010-montreal,Canadian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,16,16,19,+2 Laps,0.0,68,
2010,8,2010-montreal,Canadian Grand Prix,PET,12,Vitaly Petrov,Renault,17,17,14,+2 Laps,0.0,68,
2010,8,2010-montreal,Canadian Grand Prix,CHA,20,Karun Chandhok,HRT,18,18,24,+4 Laps,0.0,66,
2010,8,2010-montreal,Canadian Grand Prix,DIG,25,Lucas di Grassi,Virgin,19,19,23,+5 Laps,0.0,65,
2010,8,2010-montreal,Canadian Grand Prix,GLO,24,Timo Glock,Virgin,R,20,21,Mechanical,0.0,55,
2010,8,2010-montreal,Canadian Grand Prix,TRU,18,Jarno Trulli,Lotus,R,21,20,Brakes,0.0,47,
2010,8,2010-montreal,Canadian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,R,22,17,Engine,0.0,31,
2010,8,2010-montreal,Canadian Grand Prix,SEN,21,Bruno Senna,HRT,R,23,22,Hydraulics,0.0,14,
2010,8,2010-montreal,Canadian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,R,24,18,Accident,0.0,1,
2010,9,2010-valencia,European Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,1,1,Finished,25.0,57,0 days 01:40:29.571000
2010,9,2010-valencia,European Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,2,3,Finished,18.0,57,0 days 00:00:05.042000
2010,9,2010-valencia,European Grand Prix,BUT,1,Jenson Button,McLaren,3,3,7,Finished,15.0,57,0 days 00:00:12.658000
2010,9,2010-valencia,European Grand Prix,BAR,9,Rubens Barrichello,Williams,4,4,9,Finished,12.0,57,0 days 00:00:25.627000
2010,9,2010-valencia,European Grand Prix,KUB,11,Robert Kubica,Renault,5,5,6,Finished,10.0,57,0 days 00:00:27.122000
2010,9,2010-valencia,European Grand Prix,SUT,14,Adrian Sutil,Force India,6,6,13,Finished,8.0,57,0 days 00:00:30.168000
2010,9,2010-valencia,European Grand Prix,KOB,23,Kamui Kobayashi,Sauber,7,7,18,Finished,6.0,57,0 days 00:00:30.965000
2010,9,2010-valencia,European Grand Prix,ALO,8,Fernando Alonso,Ferrari,8,8,4,Finished,4.0,57,0 days 00:00:32.809000
2010,9,2010-valencia,European Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,9,9,11,Finished,2.0,57,0 days 00:00:36.299000
