year,round,event_id,event_name,driver,driver_number,driver_name,team,classified_position,position,grid_position,status,points,laps,time
2010,18,2010-s-o-paulo,Brazilian Grand Prix,WEB,6,Mark Webber,Red Bull,2,2,3,Finished,18.0,71,0 days 00:00:04.243000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,3,5,Finished,15.0,71,0 days 00:00:06.807000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,HAM,2,Lewis Hamilton,McLaren,4,4,4,Finished,12.0,71,0 days 00:00:14.634000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,BUT,1,Jenson Button,McLaren,5,5,11,Finished,10.0,71,0 days 00:00:15.593000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,ROS,4,Nico Rosberg,Mercedes,6,6,13,Finished,8.0,71,0 days 00:00:35.320000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,MSC,3,Michael Schumacher,Mercedes,7,7,8,Finished,6.0,71,0 days 00:00:43.456000
2010,18,2010-s-o-paulo,Brazilian Grand Prix,HUL,10,Nico Hülkenberg,Williams,8,8,1,+1 Lap,4.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KUB,11,Robert Kubica,Renault,9,9,7,+1 Lap,2.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,10,10,12,+1 Lap,1.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,11,11,14,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,SUT,14,Adrian Sutil,Force India,12,12,22,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,13,13,19,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,BAR,9,Rubens Barrichello,Williams,14,14,6,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,MAS,7,Felipe Massa,Ferrari,15,15,9,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,PET,12,Vitaly Petrov,Renault,16,16,10,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,HEI,22,Nick Heidfeld,Sauber,17,17,15,+1 Lap,0.0,70,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,18,18,20,+2 Laps,0.0,69,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,TRU,18,Jarno Trulli,Lotus,19,19,18,+2 Laps,0.0,69,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,GLO,24,Timo Glock,Virgin,20,20,17,+2 Laps,0.0,69,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,SEN,21,Bruno Senna,HRT,21,21,24,+2 Laps,0.0,69,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,KLI,20,Christian Klien,HRT,22,22,23,+6 Laps,0.0,65,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,23,21,+9 Laps,0.0,62,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,R,24,16,Accident,0.0,49,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,1,1,Finished,25.0,55,0 days 01:39:36.837000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,2,2,Finished,18.0,55,0 days 00:00:10.162000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,BUT,1,Jenson Button,McLaren,3,3,4,Finished,15.0,55,0 days 00:00:11.047000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,ROS,4,Nico Rosberg,Mercedes,4,4,9,Finished,12.0,55,0 days 00:00:30.747000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KUB,11,Robert Kubica,Renault,5,5,11,Finished,10.0,55,0 days 00:00:39.026000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,PET,12,Vitaly Petrov,Renault,6,6,10,Finished,8.0,55,0 days 00:00:43.520000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,ALO,8,Fernando Alonso,Ferrari,7,7,3,Finished,6.0,55,0 days 00:00:43.797000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,WEB,6,Mark Webber,Red Bull,8,8,5,Finished,4.0,55,0 days 00:00:44.243000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,9,9,17,Finished,2.0,55,0 days 00:00:50.201000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,MAS,7,Felipe Massa,Ferrari,10,10,6,Finished,1.0,55,0 days 00:00:50.868000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,HEI,22,Nick Heidfeld,Sauber,11,11,14,Finished,0.0,55,0 days 00:00:51.551000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,BAR,9,Rubens Barrichello,Williams,12,12,7,Finished,0.0,55,0 days 00:00:57.686000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,SUT,14,Adrian Sutil,Force India,13,13,13,Finished,0.0,55,0 days 00:00:58.325000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KOB,23,Kamui Kobayashi,Sauber,14,14,12,Finished,0.0,55,0 days 00:00:59.558000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,15,15,18,Finished,0.0,55,0 days 00:01:03.178000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,HUL,10,Nico Hülkenberg,Williams,16,16,15,Finished,0.0,55,0 days 00:01:04.763000
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KOV,19,Heikki Kovalainen,Lotus,17,17,20,+1 Lap,0.0,54,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,DIG,25,Lucas di Grassi,Virgin,18,18,22,+2 Laps,0.0,53,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,SEN,21,Bruno Senna,HRT,19,19,23,+2 Laps,0.0,53,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,KLI,20,Christian Klien,HRT,20,20,24,+2 Laps,0.0,53,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,TRU,18,Jarno Trulli,Lotus,21,21,19,Rear wing,0.0,51,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,GLO,24,Timo Glock,Virgin,R,22,21,Gearbox,0.0,43,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,MSC,3,Michael Schumacher,Mercedes,R,23,8,Collision,0.0,0,
2010,19,2010-abu-dhabi,Abu Dhabi Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,R,24,16,Collision,0.0,0,
